Governorate,Condition,High Temp (C),Low Temp (C),Date
Cairo,mostly sunny,40.0,22.8,2023-06-16
Cairo,mostly sunny,42.8,27.2,2023-06-17
Cairo,mostly sunny,36.1,25.0,2023-06-18
Cairo,mostly sunny,36.1,22.2,2023-06-19
Cairo,mostly sunny,35.0,22.8,2023-07-01
Cairo,mostly sunny,35.0,22.2,2023-07-02
Cairo,mostly sunny,40.0,22.2,2023-07-03
Cairo,mostly sunny,42.8,26.1,2023-07-04
Cairo,mostly sunny,38.9,25.0,2023-07-05
Cairo,mostly sunny,37.2,23.9,2023-07-06
Cairo,mostly sunny,35.0,25.0,2023-07-07
Cairo,mostly sunny,37.8,23.9,2023-07-08
Cairo,mostly sunny,36.1,22.8,2023-07-09
Cairo,mostly sunny,33.9,22.2,2023-07-10
Cairo,mostly sunny,36.1,22.8,2023-07-11
Cairo,mostly sunny,38.9,23.9,2023-07-12
Cairo,mostly sunny,38.9,23.9,2023-07-13
Cairo,mostly sunny,37.8,22.8,2023-07-14
Cairo,mostly sunny,41.1,25.0,2023-07-15
Cairo,mostly sunny,41.1,23.9,2023-07-16
Cairo,mostly sunny,42.2,26.1,2023-07-17
Cairo,mostly sunny,42.2,27.2,2023-07-18
Cairo,mostly sunny,41.1,26.1,2023-07-19
Cairo,mostly sunny,42.8,26.1,2023-07-20
Cairo,mostly sunny,42.2,27.2,2023-07-21
Cairo,mostly sunny,38.9,23.9,2023-07-22
Cairo,mostly sunny,41.1,25.0,2023-07-23
Cairo,mostly sunny,42.2,27.2,2023-07-24
Cairo,mostly sunny,40.0,26.1,2023-07-25
Cairo,mostly sunny,41.1,26.1,2023-07-26
Cairo,mostly sunny,41.1,27.2,2023-07-27
Cairo,mostly sunny,42.8,27.8,2023-07-28
Cairo,mostly sunny,38.9,27.2,2023-07-29
Cairo,mostly sunny,37.8,22.8,2023-07-30
Cairo,mostly sunny,40.0,22.8,2023-07-31
Cairo,mostly sunny,42.2,25.0,2023-08-01
Cairo,mostly sunny,41.1,26.1,2023-08-02
Cairo,mostly sunny,40.0,27.2,2023-08-03
Cairo,mostly sunny,38.9,25.0,2023-08-04
Cairo,mostly sunny,40.0,23.9,2023-08-05
Cairo,mostly sunny,42.2,27.2,2023-08-06
Cairo,mostly sunny,43.9,27.2,2023-08-07
Cairo,mostly sunny,42.2,26.1,2023-08-08
Cairo,mostly sunny,37.8,25.0,2023-08-09
Cairo,mostly sunny,37.8,23.9,2023-08-10
Cairo,mostly sunny,35.0,22.8,2023-08-11
Cairo,mostly sunny,35.0,21.1,2023-08-12
Cairo,mostly sunny,35.0,22.8,2023-08-13
Cairo,mostly sunny,35.0,23.9,2023-08-14
Cairo,mostly sunny,35.0,23.9,2023-08-15
Cairo,mostly sunny,33.9,22.8,2023-08-16
Cairo,mostly sunny,35.0,22.8,2023-08-17
Cairo,mostly sunny,36.1,22.8,2023-08-18
Cairo,mostly sunny,35.0,22.8,2023-08-19
Cairo,mostly sunny,35.0,22.2,2023-08-20
Cairo,mostly sunny,35.0,22.8,2023-08-21
Cairo,mostly sunny,37.8,23.9,2023-08-22
Cairo,mostly sunny,37.8,23.9,2023-08-23
Cairo,mostly sunny,38.9,23.9,2023-08-24
Cairo,mostly sunny,40.0,22.8,2023-08-25
Cairo,mostly sunny,38.9,25.0,2023-08-26
Cairo,mostly sunny,40.0,26.1,2023-08-27
Cairo,mostly sunny,41.1,27.2,2023-08-28
Cairo,mostly sunny,38.9,25.0,2023-08-29
Cairo,mostly sunny,40.0,23.9,2023-08-30
Cairo,mostly sunny,42.2,22.8,2023-08-31
Cairo,mostly sunny,41.1,25.0,2023-09-01
Cairo,mostly sunny,36.1,23.9,2023-09-02
Cairo,mostly sunny,37.8,22.2,2023-09-03
Cairo,mostly sunny,37.2,22.8,2023-09-04
Cairo,mostly sunny,37.8,22.8,2023-09-05
Cairo,mostly sunny,42.2,23.9,2023-09-06
Cairo,mostly sunny,43.9,27.2,2023-09-07
Cairo,mostly sunny,38.9,32.2,2023-09-08
Cairo,mostly sunny,40.0,25.0,2023-09-09
Cairo,mostly sunny,40.0,25.0,2023-09-10
Cairo,mostly sunny,37.8,23.9,2023-09-11
Cairo,mostly sunny,33.9,23.9,2023-09-12
Cairo,mostly sunny,32.8,25.0,2023-09-13
Cairo,mostly sunny,33.9,22.2,2023-09-14
Cairo,mostly sunny,33.9,22.2,2023-09-15
Cairo,mostly sunny,33.9,21.1,2023-09-16
Cairo,mostly sunny,35.0,20.0,2023-09-17
Cairo,mostly sunny,35.0,20.0,2023-09-18
Cairo,mostly sunny,35.0,21.1,2023-09-19
Cairo,mostly sunny,33.9,22.2,2023-09-20
Cairo,mostly sunny,33.9,22.8,2023-09-21
Cairo,mostly sunny,35.0,22.2,2023-09-22
Cairo,mostly sunny,37.2,22.2,2023-09-23
Cairo,mostly sunny,33.9,22.2,2023-09-24
Cairo,mostly sunny,36.1,22.2,2023-09-25
Cairo,mostly sunny,37.2,21.1,2023-09-26
Cairo,mostly sunny,37.8,22.2,2023-09-27
Cairo,mostly sunny,40.0,22.2,2023-09-28
Cairo,mostly sunny,42.8,25.0,2023-09-29
Cairo,mostly sunny,38.9,22.8,2023-09-30
Cairo,mostly sunny,33.9,22.8,2023-10-01
Cairo,mostly sunny,32.2,22.8,2023-10-02
Cairo,mostly sunny,32.2,21.1,2023-10-03
Cairo,mostly sunny,32.8,18.9,2023-10-04
Cairo,mostly cloudy,32.2,23.9,2023-10-05
Cairo,mostly sunny,32.8,22.2,2023-10-06
Cairo,mostly sunny,31.1,21.1,2023-10-07
Cairo,mostly sunny,32.8,18.9,2023-10-08
Cairo,mostly sunny,31.1,22.8,2023-10-09
Cairo,mostly sunny,31.1,20.0,2023-10-10
Cairo,mostly sunny,31.1,18.9,2023-10-11
Cairo,mostly sunny,31.1,17.2,2023-10-12
Cairo,mostly sunny,30.0,17.8,2023-10-13
Cairo,mostly sunny,30.0,17.8,2023-10-14
Cairo,mostly sunny,31.1,17.8,2023-10-15
Cairo,mostly sunny,30.0,17.2,2023-10-16
Cairo,mostly sunny,28.9,17.2,2023-10-17
Cairo,mostly sunny,28.9,17.2,2023-10-18
Cairo,partly cloudy,30.0,17.8,2023-10-19
Cairo,mostly sunny,32.2,17.8,2023-10-20
Cairo,mostly sunny,32.2,16.1,2023-10-21
Cairo,mostly sunny,32.2,17.2,2023-10-22
Cairo,mostly sunny,32.8,17.2,2023-10-23
Cairo,mostly sunny,32.2,17.2,2023-10-24
Cairo,mostly sunny,31.1,18.9,2023-10-25
Cairo,tornado,26.1,26.1,2023-10-26
Cairo,mostly sunny,32.8,21.1,2023-10-27
Cairo,mostly sunny,32.8,20.0,2023-10-28
Cairo,mostly sunny,32.8,20.0,2023-10-29
Cairo,mostly sunny,32.2,18.9,2023-10-30
Cairo,mostly sunny,31.1,18.9,2023-10-31
Cairo,mostly sunny,30.0,18.9,2023-11-01
Cairo,mostly sunny,30.0,17.8,2023-11-02
Cairo,mostly sunny,32.8,18.9,2023-11-03
Cairo,mostly sunny,35.0,17.8,2023-11-04
Cairo,mostly sunny,33.9,17.8,2023-11-05
Cairo,mostly sunny,32.2,17.8,2023-11-06
Cairo,mostly sunny,32.8,17.2,2023-11-07
Cairo,mostly sunny,32.8,17.2,2023-11-08
Cairo,mostly sunny,32.2,17.2,2023-11-09
Cairo,mostly sunny,32.2,17.8,2023-11-10
Cairo,mostly sunny,35.0,18.9,2023-11-11
Cairo,mostly sunny,32.2,22.2,2023-11-12
Cairo,mostly sunny,31.1,17.8,2023-11-13
Cairo,mostly sunny,30.0,17.8,2023-11-14
Cairo,mostly sunny,25.0,15.0,2023-11-15
Cairo,mostly sunny,26.1,13.9,2023-11-16
Cairo,mostly sunny,26.1,13.9,2023-11-17
Cairo,mostly sunny,27.2,15.0,2023-11-18
Cairo,mostly sunny,25.0,15.0,2023-11-19
Cairo,mostly sunny,22.8,12.2,2023-11-20
Cairo,mostly sunny,23.9,11.1,2023-11-21
Cairo,mostly cloudy,26.1,11.1,2023-11-22
Cairo,mostly sunny,26.1,12.2,2023-11-23
Cairo,mostly sunny,25.0,11.1,2023-11-24
Cairo,mostly sunny,30.0,11.1,2023-11-25
Cairo,mostly sunny,27.8,15.0,2023-11-26
Cairo,mostly sunny,22.2,12.2,2023-11-27
Cairo,mostly sunny,21.1,11.1,2023-11-28
Cairo,mostly sunny,23.9,10.0,2023-11-29
Cairo,mostly sunny,23.9,8.9,2023-11-30
Cairo,mostly sunny,22.8,8.9,2023-12-01
Cairo,foggy,23.9,11.1,2023-12-02
Cairo,mostly sunny,25.0,11.1,2023-12-03
Cairo,mostly sunny,26.1,10.0,2023-12-04
Cairo,mostly sunny,25.0,11.1,2023-12-05
Cairo,mostly sunny,22.8,11.1,2023-12-06
Cairo,mostly sunny,22.8,8.9,2023-12-07
Cairo,mostly sunny,22.2,8.9,2023-12-08
Cairo,mostly sunny,23.9,8.9,2023-12-09
Cairo,mostly sunny,26.1,8.9,2023-12-10
Cairo,mostly sunny,25.0,8.9,2023-12-11
Cairo,mostly sunny,21.1,10.0,2023-12-12
Cairo,mostly sunny,22.8,8.9,2023-12-13
Cairo,mostly sunny,22.8,10.0,2023-12-14
Cairo,mostly sunny,26.1,11.1,2023-12-15
Cairo,mostly sunny,27.8,11.1,2023-12-16
Cairo,mostly sunny,26.1,12.8,2023-12-17
Cairo,mostly sunny,22.8,12.2,2023-12-18
Cairo,mostly sunny,22.8,11.1,2023-12-19
Cairo,mostly sunny,22.8,8.9,2023-12-20
Cairo,mostly sunny,22.8,8.9,2023-12-21
Cairo,mostly sunny,22.2,7.8,2023-12-22
Cairo,mostly sunny,21.1,8.9,2023-12-23
Cairo,mostly sunny,21.1,8.9,2023-12-24
Cairo,mostly sunny,22.2,15.0,2023-12-25
Cairo,mostly sunny,21.1,11.1,2023-12-26
Cairo,foggy,20.0,10.0,2023-12-27
Cairo,mostly sunny,21.1,8.9,2023-12-28
Cairo,foggy,22.2,12.2,2023-12-29
Cairo,foggy,21.1,11.1,2023-12-30
Cairo,mostly sunny,21.1,10.0,2023-12-31
Cairo,mostly sunny,21.1,7.8,2024-01-01
Cairo,mostly sunny,20.0,8.9,2024-01-02
Cairo,mostly sunny,22.2,8.9,2024-01-03
Cairo,mostly sunny,21.1,8.9,2024-01-04
Cairo,mostly sunny,20.0,7.8,2024-01-05
Cairo,mostly sunny,21.1,7.8,2024-01-06
Cairo,mostly sunny,25.0,7.8,2024-01-07
Cairo,mostly sunny,23.9,7.8,2024-01-08
Cairo,mostly sunny,21.1,8.9,2024-01-09
Cairo,mostly sunny,18.9,7.2,2024-01-10
Cairo,mostly sunny,17.8,7.2,2024-01-11
Cairo,mostly sunny,20.0,6.1,2024-01-12
Cairo,mostly sunny,22.2,6.1,2024-01-13
Cairo,mostly sunny,21.1,7.2,2024-01-14
Cairo,mostly sunny,20.0,6.1,2024-01-15
Cairo,mostly sunny,18.9,6.1,2024-01-16
Cairo,mostly sunny,18.9,6.1,2024-01-17
Cairo,mostly sunny,22.2,7.2,2024-01-18
Cairo,mostly sunny,22.2,7.8,2024-01-19
Cairo,mostly sunny,22.8,7.8,2024-01-20
Cairo,mostly sunny,26.1,7.8,2024-01-21
Cairo,mostly sunny,22.8,10.0,2024-01-22
Cairo,mostly sunny,17.8,10.0,2024-01-23
Cairo,mostly sunny,17.2,7.2,2024-01-24
Cairo,partly cloudy,17.8,6.1,2024-01-25
Cairo,mostly sunny,18.9,6.1,2024-01-26
Cairo,mostly sunny,21.1,10.0,2024-01-27
Cairo,mostly sunny,18.9,7.2,2024-01-28
Cairo,mostly sunny,20.0,7.2,2024-01-29
Cairo,mostly sunny,16.1,5.0,2024-01-30
Cairo,mostly sunny,16.1,5.0,2024-01-31
Cairo,mostly sunny,16.1,5.0,2024-02-01
Cairo,mostly sunny,16.1,5.0,2024-02-02
Cairo,mostly sunny,17.8,5.0,2024-02-03
Cairo,mostly sunny,17.8,3.9,2024-02-04
Cairo,mostly sunny,17.8,7.2,2024-02-05
Cairo,mostly sunny,20.0,5.0,2024-02-06
Cairo,mostly sunny,22.8,7.8,2024-02-07
Cairo,mostly sunny,22.2,7.2,2024-02-08
Cairo,mostly sunny,22.2,7.8,2024-02-09
Cairo,mostly sunny,21.1,7.8,2024-02-10
Cairo,mostly sunny,23.9,7.2,2024-02-11
Cairo,mostly sunny,26.1,8.9,2024-02-12
Cairo,mostly sunny,25.0,11.1,2024-02-13
Cairo,mostly sunny,22.8,11.1,2024-02-14
Cairo,mostly sunny,21.1,10.0,2024-02-15
Cairo,mostly sunny,20.0,7.8,2024-02-16
Cairo,mostly sunny,20.0,7.2,2024-02-17
Cairo,mostly sunny,21.1,7.2,2024-02-18
Cairo,mostly sunny,18.9,7.8,2024-02-19
Cairo,mostly sunny,18.9,7.8,2024-02-20
Cairo,mostly sunny,22.8,7.8,2024-02-21
Cairo,mostly sunny,21.1,7.8,2024-02-22
Cairo,mostly sunny,17.8,12.8,2024-02-23
Cairo,mostly sunny,25.0,12.8,2024-02-24
Cairo,mostly sunny,25.0,8.9,2024-02-25
Cairo,mostly sunny,27.2,8.9,2024-02-26
Cairo,mostly sunny,22.8,10.0,2024-02-27
Cairo,mostly sunny,23.9,-17.8,2024-02-28
Cairo,mostly sunny,27.8,10.0,2024-02-29
Cairo,mostly sunny,30.0,12.8,2024-03-01
Cairo,mostly sunny,23.9,10.0,2024-03-02
Cairo,mostly sunny,22.8,11.1,2024-03-03
Cairo,mostly sunny,25.0,11.1,2024-03-04
Cairo,mostly sunny,26.1,11.1,2024-03-05
Cairo,mostly sunny,25.0,12.2,2024-03-06
Cairo,mostly sunny,22.8,10.0,2024-03-07
Cairo,mostly sunny,25.0,10.0,2024-03-08
Cairo,mostly sunny,28.9,12.2,2024-03-09
Cairo,mostly sunny,27.2,12.2,2024-03-10
Cairo,mostly sunny,27.2,10.0,2024-03-11
Cairo,mostly sunny,28.9,10.0,2024-03-12
Cairo,mostly sunny,27.8,11.1,2024-03-13
Cairo,mostly sunny,27.8,16.1,2024-03-14
Cairo,mostly sunny,26.1,12.2,2024-03-15
Cairo,mostly sunny,31.1,11.1,2024-03-16
Cairo,partly cloudy,33.9,17.8,2024-03-17
Cairo,mostly sunny,22.8,12.8,2024-03-18
Cairo,mostly sunny,22.2,10.0,2024-03-19
Cairo,mostly sunny,26.1,10.0,2024-03-20
Cairo,mostly sunny,30.0,12.8,2024-03-21
Cairo,mostly sunny,22.2,11.1,2024-03-22
Cairo,mostly sunny,22.8,8.9,2024-03-23
Cairo,mostly sunny,22.2,11.1,2024-03-24
Cairo,mostly sunny,22.2,8.9,2024-03-25
Cairo,mostly sunny,27.2,8.9,2024-03-26
Cairo,mostly sunny,32.2,13.9,2024-03-27
Cairo,mostly sunny,33.9,15.0,2024-03-28
Cairo,mostly sunny,27.8,18.9,2024-03-29
Cairo,mostly sunny,30.0,15.0,2024-03-30
Cairo,mostly sunny,32.8,16.1,2024-03-31
Cairo,mostly sunny,33.9,17.8,2024-04-01
Cairo,mostly sunny,32.8,18.9,2024-04-02
Cairo,mostly sunny,33.9,17.2,2024-04-03
Cairo,mostly sunny,35.0,17.8,2024-04-04
Cairo,mostly sunny,32.8,18.9,2024-04-05
Cairo,mostly sunny,28.9,13.9,2024-04-06
Cairo,mostly sunny,26.1,12.2,2024-04-07
Cairo,mostly sunny,28.9,13.9,2024-04-08
Cairo,mostly sunny,26.1,13.9,2024-04-09
Cairo,mostly sunny,27.2,13.9,2024-04-10
Cairo,mostly sunny,27.8,13.9,2024-04-11
Cairo,mostly sunny,30.0,17.2,2024-04-12
Cairo,mostly sunny,30.0,15.0,2024-04-13
Cairo,mostly sunny,28.9,15.0,2024-04-14
Cairo,mostly sunny,28.9,16.1,2024-04-15
Cairo,mostly sunny,32.8,17.2,2024-04-16
Cairo,mostly sunny,36.1,17.8,2024-04-17
Cairo,foggy,32.2,22.2,2024-04-18
Cairo,mostly sunny,31.1,18.9,2024-04-19
Cairo,mostly sunny,32.8,16.1,2024-04-20
Cairo,mostly sunny,33.9,17.8,2024-04-21
Cairo,mostly sunny,37.2,17.2,2024-04-22
Cairo,mostly sunny,40.0,21.1,2024-04-23
Cairo,mostly sunny,41.1,21.1,2024-04-24
Cairo,mostly sunny,41.1,22.2,2024-04-25
Cairo,mostly sunny,28.9,20.0,2024-04-26
Cairo,mostly sunny,31.1,16.1,2024-04-27
Cairo,mostly sunny,28.9,16.1,2024-04-28
Cairo,mostly sunny,31.1,16.1,2024-04-29
Cairo,mostly sunny,31.1,16.1,2024-04-30
Cairo,mostly sunny,30.0,16.1,2024-05-01
Cairo,mostly sunny,32.2,18.9,2024-05-02
Cairo,mostly sunny,37.2,18.9,2024-05-03
Cairo,tornado,28.9,18.9,2024-05-04
Cairo,mostly sunny,32.8,23.9,2024-05-05
Cairo,mostly sunny,28.9,16.1,2024-05-06
Cairo,mostly sunny,28.9,16.1,2024-05-07
Cairo,mostly sunny,32.8,15.0,2024-05-08
Cairo,mostly sunny,37.8,21.1,2024-05-09
Cairo,mostly sunny,38.9,22.8,2024-05-10
Cairo,mostly sunny,32.8,22.2,2024-05-11
Cairo,mostly sunny,31.1,20.0,2024-05-12
Cairo,mostly sunny,30.0,17.2,2024-05-13
Cairo,mostly sunny,28.9,16.1,2024-05-14
Cairo,mostly sunny,30.0,17.8,2024-05-15
Cairo,mostly sunny,33.9,17.8,2024-05-16
Cairo,mostly sunny,41.1,20.0,2024-05-17
Cairo,mostly sunny,42.8,25.0,2024-05-18
Cairo,mostly sunny,42.8,27.2,2024-05-19
Cairo,mostly sunny,42.2,25.0,2024-05-20
Cairo,mostly sunny,42.8,25.0,2024-05-21
Cairo,mostly sunny,42.2,26.1,2024-05-22
Cairo,mostly sunny,42.8,26.1,2024-05-23
Cairo,mostly sunny,37.8,26.1,2024-05-24
Cairo,mostly sunny,33.9,20.0,2024-05-25
Cairo,mostly sunny,37.2,20.0,2024-05-26
Cairo,mostly sunny,41.1,26.1,2024-05-27
Cairo,mostly sunny,32.8,22.8,2024-05-28
Cairo,mostly sunny,32.8,18.9,2024-05-29
Cairo,mostly sunny,33.9,18.9,2024-05-30
Cairo,mostly sunny,36.1,20.0,2024-05-31
Cairo,mostly sunny,38.9,22.2,2024-06-01
Cairo,mostly sunny,38.9,25.0,2024-06-02
Cairo,mostly sunny,37.8,22.2,2024-06-03
Cairo,mostly sunny,38.9,22.8,2024-06-04
Cairo,mostly sunny,41.1,22.8,2024-06-05
Cairo,mostly sunny,42.8,27.8,2024-06-06
Cairo,mostly sunny,43.9,26.1,2024-06-07
Cairo,mostly sunny,42.2,26.1,2024-06-08
Cairo,mostly sunny,37.2,25.0,2024-06-09
Cairo,mostly sunny,37.8,22.8,2024-06-10
Cairo,mostly sunny,37.8,23.9,2024-06-11
Cairo,mostly sunny,38.9,22.8,2024-06-12
Cairo,mostly sunny,41.1,23.9,2024-06-13
Cairo,mostly sunny,46.1,25.0,2024-06-14
Cairo,mostly sunny,47.2,27.8,2024-06-15
Cairo,mostly sunny,42.8,28.9,2024-06-16
Cairo,mostly sunny,40.0,27.2,2024-06-17
Cairo,mostly sunny,37.8,23.9,2024-06-18
Cairo,mostly sunny,32.2,22.8,2024-06-19
Cairo,mostly sunny,37.2,26.1,2024-07-01
Cairo,mostly sunny,37.8,-17.8,2024-07-02
Cairo,mostly sunny,40.0,-17.8,2024-07-03
Cairo,mostly sunny,42.2,25.0,2024-07-04
Cairo,mostly sunny,41.1,27.8,2024-07-05
Cairo,mostly sunny,37.2,26.1,2024-07-06
Cairo,mostly sunny,37.2,25.0,2024-07-07
Cairo,mostly sunny,37.2,27.2,2024-07-08
Cairo,mostly sunny,38.9,25.0,2024-07-09
Cairo,mostly sunny,40.0,27.2,2024-07-10
Cairo,mostly sunny,43.9,28.9,2024-07-11
Cairo,mostly sunny,43.9,28.9,2024-07-12
Cairo,mostly sunny,41.1,28.9,2024-07-13
Cairo,mostly sunny,40.0,27.8,2024-07-14
Cairo,mostly sunny,38.9,27.2,2024-07-15
Cairo,mostly sunny,41.1,26.1,2024-07-16
Cairo,mostly sunny,41.1,23.9,2024-07-17
Cairo,mostly sunny,40.0,26.1,2024-07-18
Cairo,mostly sunny,38.9,26.1,2024-07-19
Cairo,mostly sunny,40.0,27.2,2024-07-20
Cairo,mostly sunny,42.2,27.2,2024-07-21
Cairo,mostly sunny,42.8,27.8,2024-07-22
Cairo,mostly sunny,42.2,27.8,2024-07-23
Cairo,mostly sunny,42.2,27.2,2024-07-24
Cairo,mostly sunny,42.8,27.2,2024-07-25
Cairo,mostly sunny,37.8,27.8,2024-07-26
Cairo,mostly sunny,37.2,25.0,2024-07-27
Cairo,mostly sunny,37.8,26.1,2024-07-28
Cairo,mostly sunny,38.9,26.1,2024-07-29
Cairo,mostly sunny,37.8,26.1,2024-07-30
Cairo,mostly sunny,38.9,26.1,2024-07-31
Cairo,mostly sunny,41.1,27.2,2024-08-01
Cairo,mostly sunny,41.1,27.2,2024-08-02
Cairo,mostly sunny,40.0,27.2,2024-08-03
Cairo,mostly sunny,40.0,26.1,2024-08-04
Cairo,mostly sunny,38.9,26.1,2024-08-05
Cairo,mostly sunny,40.0,26.1,2024-08-06
Cairo,mostly sunny,38.9,26.1,2024-08-07
Cairo,mostly sunny,41.1,26.1,2024-08-08
Cairo,mostly sunny,41.1,27.2,2024-08-09
Cairo,mostly sunny,41.1,27.8,2024-08-10
Cairo,mostly sunny,38.9,27.8,2024-08-11
Cairo,mostly sunny,37.8,27.8,2024-08-12
Cairo,mostly sunny,38.9,27.8,2024-08-13
Cairo,mostly sunny,37.8,27.2,2024-08-14
Cairo,mostly sunny,38.9,26.1,2024-08-15
Cairo,mostly sunny,37.2,26.1,2024-08-16
Cairo,mostly sunny,38.9,25.0,2024-08-17
Cairo,mostly sunny,38.9,25.0,2024-08-18
Cairo,mostly sunny,40.0,25.0,2024-08-19
Cairo,mostly sunny,40.0,26.1,2024-08-20
Cairo,mostly sunny,38.9,25.0,2024-08-21
Cairo,mostly sunny,40.0,26.1,2024-08-22
Cairo,mostly sunny,38.9,26.1,2024-08-23
Cairo,mostly sunny,37.2,27.2,2024-08-24
Cairo,mostly sunny,38.9,26.1,2024-08-25
Cairo,mostly sunny,41.1,27.2,2024-08-26
Cairo,mostly sunny,40.0,28.9,2024-08-27
Cairo,mostly sunny,38.9,27.8,2024-08-28
Cairo,mostly sunny,37.8,26.1,2024-08-29
Cairo,mostly sunny,38.9,26.1,2024-08-30
Cairo,mostly sunny,37.8,26.1,2024-08-31
Cairo,mostly sunny,37.8,26.1,2024-09-01
Cairo,mostly sunny,38.9,27.2,2024-09-02
Cairo,mostly sunny,41.1,27.8,2024-09-03
Cairo,mostly sunny,37.2,26.1,2024-09-04
Cairo,mostly sunny,35.0,25.0,2024-09-05
Cairo,mostly sunny,35.0,23.9,2024-09-06
Cairo,mostly sunny,37.2,25.0,2024-09-07
Cairo,mostly sunny,36.1,23.9,2024-09-08
Cairo,mostly sunny,37.2,25.0,2024-09-09
Cairo,mostly sunny,37.8,23.9,2024-09-10
Cairo,mostly sunny,40.0,25.0,2024-09-11
Cairo,mostly sunny,41.1,27.2,2024-09-12
Cairo,mostly sunny,37.2,26.1,2024-09-13
Cairo,mostly sunny,35.0,22.8,2024-09-14
Cairo,mostly sunny,36.1,22.8,2024-09-15
Cairo,mostly sunny,37.2,23.9,2024-09-16
Cairo,mostly sunny,37.2,26.1,2024-09-17
Cairo,mostly sunny,35.0,22.2,2024-09-18
Cairo,mostly sunny,38.9,22.8,2024-09-19
Cairo,mostly sunny,41.1,25.0,2024-09-20
Cairo,mostly sunny,37.8,27.2,2024-09-21
Cairo,mostly sunny,35.0,25.0,2024-09-22
Cairo,mostly sunny,32.8,22.8,2024-09-23
Cairo,mostly sunny,32.8,21.1,2024-09-24
Cairo,mostly sunny,32.8,21.1,2024-09-25
Cairo,mostly sunny,33.9,20.0,2024-09-26
Cairo,mostly sunny,33.9,21.1,2024-09-27
Cairo,mostly sunny,33.9,20.0,2024-09-28
Cairo,mostly sunny,32.8,22.2,2024-09-29
Cairo,mostly sunny,32.8,21.1,2024-09-30
Cairo,mostly sunny,32.2,21.1,2024-10-01
Cairo,mostly sunny,32.2,20.0,2024-10-02
Cairo,mostly sunny,32.2,17.8,2024-10-03
Cairo,mostly sunny,31.1,18.9,2024-10-04
Cairo,mostly sunny,31.1,18.9,2024-10-05
Cairo,mostly sunny,32.2,17.8,2024-10-06
Cairo,mostly sunny,32.8,17.8,2024-10-07
Cairo,mostly sunny,35.0,20.0,2024-10-08
Cairo,mostly sunny,36.1,21.1,2024-10-09
Cairo,mostly sunny,32.8,21.1,2024-10-10
Cairo,mostly sunny,33.9,20.0,2024-10-11
Cairo,mostly sunny,33.9,20.0,2024-10-12
Cairo,mostly sunny,35.0,20.0,2024-10-13
Cairo,mostly sunny,37.2,21.1,2024-10-14
Cairo,mostly sunny,33.9,22.2,2024-10-15
Cairo,mostly sunny,31.1,20.0,2024-10-16
Cairo,mostly sunny,31.1,17.8,2024-10-17
Cairo,mostly sunny,28.9,18.9,2024-10-18
Cairo,mostly sunny,31.1,17.2,2024-10-19
Cairo,mostly sunny,30.0,16.1,2024-10-20
Cairo,mostly sunny,31.1,17.2,2024-10-21
Cairo,mostly sunny,27.8,17.2,2024-10-22
Cairo,mostly sunny,28.9,16.1,2024-10-23
Cairo,mostly sunny,28.9,13.9,2024-10-24
Cairo,mostly sunny,27.8,12.8,2024-10-25
Cairo,mostly sunny,28.9,13.9,2024-10-26
Cairo,mostly sunny,27.8,15.0,2024-10-27
Cairo,mostly sunny,27.8,15.0,2024-10-28
Cairo,mostly sunny,27.2,16.1,2024-10-29
Cairo,mostly sunny,26.1,15.0,2024-10-30
Cairo,mostly sunny,25.0,12.8,2024-10-31
Cairo,mostly sunny,25.0,12.8,2024-11-01
Cairo,mostly sunny,27.2,12.8,2024-11-02
Cairo,mostly sunny,26.1,15.0,2024-11-03
Cairo,mostly sunny,25.0,13.9,2024-11-04
Cairo,mostly sunny,26.1,16.1,2024-11-05
Cairo,mostly sunny,26.1,13.9,2024-11-06
Cairo,mostly sunny,27.8,13.9,2024-11-07
Cairo,mostly sunny,28.9,17.2,2024-11-08
Cairo,mostly sunny,26.1,15.0,2024-11-09
Cairo,mostly sunny,25.0,12.8,2024-11-10
Cairo,mostly sunny,23.9,12.8,2024-11-11
Cairo,mostly sunny,22.8,-17.8,2024-11-12
Cairo,mostly sunny,26.1,12.8,2024-11-13
Cairo,mostly sunny,27.8,13.9,2024-11-14
Cairo,mostly sunny,26.1,13.9,2024-11-15
Cairo,mostly sunny,26.1,12.8,2024-11-16
Cairo,mostly sunny,26.1,12.8,2024-11-17
Cairo,mostly sunny,23.9,12.2,2024-11-18
Cairo,mostly sunny,23.9,12.2,2024-11-19
Cairo,mostly sunny,25.0,12.2,2024-11-20
Cairo,mostly sunny,23.9,13.9,2024-11-21
Cairo,mostly sunny,27.2,13.9,2024-11-22
Cairo,mostly sunny,26.1,12.8,2024-11-23
Cairo,mostly sunny,25.0,12.8,2024-11-24
Cairo,mostly sunny,18.9,8.9,2024-11-25
Cairo,mostly sunny,18.9,8.9,2024-11-26
Cairo,mostly sunny,18.9,7.2,2024-11-27
Cairo,mostly sunny,20.0,7.8,2024-11-28
Cairo,mostly sunny,21.1,7.8,2024-11-29
Cairo,mostly sunny,21.1,8.9,2024-11-30
Cairo,mostly sunny,21.1,8.9,2024-12-01
Cairo,mostly sunny,21.1,7.8,2024-12-02
Cairo,mostly sunny,21.1,7.8,2024-12-03
Cairo,mostly sunny,26.1,8.9,2024-12-04
Cairo,mostly sunny,21.1,8.9,2024-12-05
Cairo,mostly sunny,22.2,11.1,2024-12-06
